Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
133836,STEM,Graduate,2.917,24.78,Debugging/Troubleshooting,Intermediate,5,True,3.01,6,Allowed_With_Citation,2,2.857,63.44,Medium
125808,STEM,Junior,3.247,10.93,Direct_Answer_Generation,Beginner,2,True,13.62,3,Allowed_With_Citation,7,3.614,51.93,Medium
113261,Business,Freshman,3.788,0.45,Ideation,Advanced,3,True,11.74,2,Actively_Encouraged,2,3.747,76.72,Low
130149,Business,Junior,3.571,0.15,Direct_Answer_Generation,Advanced,3,False,9.3,3,Allowed_With_Citation,4,3.763,76.21,Low
147996,Business,Junior,3.804,2.89,Ideation,Intermediate,2,False,14.34,3,Actively_Encouraged,5,3.824,100.0,Medium
117913,Business,Freshman,3.269,5.64,Copywriting/Drafting,Beginner,2,True,12.18,4,Strict_Ban,6,3.362,51.21,High
138252,Medical,Senior,2.954,15.94,Direct_Answer_Generation,Beginner,2,True,4.19,5,Allowed_With_Citation,4,2.624,65.98,Medium
102169,Business,Freshman,3.683,0.05,Direct_Answer_Generation,Intermediate,1,True,9.12,1,Actively_Encouraged,1,3.909,64.48,Low
132169,Humanities,Junior,3.053,2.02,Copywriting/Drafting,Advanced,5,True,12.45,1,Allowed_With_Citation,3,3.298,89.86,Low
125229,Arts,Senior,3.923,4.77,Copywriting/Drafting,Advanced,5,True,7.25,1,Actively_Encouraged,1,4.0,91.07,Medium
145609,STEM,Sophomore,3.125,11.7,Direct_Answer_Generation,Advanced,3,True,8.45,5,Allowed_With_Citation,1,3.291,80.52,Medium
148775,Business,Sophomore,2.867,7.43,Direct_Answer_Generation,Advanced,3,False,20.92,3,Strict_Ban,6,3.125,73.14,Medium
128701,STEM,Graduate,3.409,13.91,Debugging/Troubleshooting,Advanced,3,False,3.76,2,Actively_Encouraged,5,3.698,91.33,Medium
113560,Business,Graduate,3.626,11.81,Copywriting/Drafting,Beginner,3,True,14.12,4,Allowed_With_Citation,5,3.7,94.98,Medium
147815,Medical,Senior,3.736,3.33,Ideation,Advanced,4,False,4.58,4,Strict_Ban,1,3.652,64.79,Low
103683,Arts,Senior,3.859,11.62,Debugging/Troubleshooting,Beginner,3,True,1.0,4,Strict_Ban,4,3.68,81.29,High
106604,Arts,Senior,2.534,13.06,Direct_Answer_Generation,Intermediate,2,False,19.53,6,Actively_Encouraged,4,3.011,80.43,High
147388,Business,Junior,3.777,14.46,Debugging/Troubleshooting,Beginner,3,True,16.4,5,Actively_Encouraged,7,4.0,82.79,Medium
131999,STEM,Freshman,3.225,8.69,Debugging/Troubleshooting,Intermediate,5,True,6.73,4,Actively_Encouraged,5,3.248,100.0,High
109376,STEM,Junior,2.826,4.01,Summarizing_Reading,Beginner,1,False,18.14,2,Allowed_With_Citation,5,3.305,67.7,Low
134659,Arts,Freshman,2.062,5.06,Direct_Answer_Generation,Beginner,1,False,19.65,2,Allowed_With_Citation,3,2.182,61.05,Low
126037,STEM,Sophomore,3.395,12.52,Debugging/Troubleshooting,Intermediate,5,True,17.34,6,Allowed_With_Citation,7,3.614,71.95,High
130118,Humanities,Freshman,3.13,0.05,Ideation,Beginner,3,True,4.43,4,Actively_Encouraged,3,3.25,59.08,High
101203,STEM,Junior,3.559,15.14,Debugging/Troubleshooting,Intermediate,2,False,10.43,4,Actively_Encouraged,1,3.886,70.18,High
128520,Business,Junior,3.186,0.01,Copywriting/Drafting,Beginner,1,False,23.24,1,Actively_Encouraged,4,3.626,87.59,Low
108733,STEM,Freshman,2.397,14.1,Copywriting/Drafting,Advanced,5,False,12.54,3,Allowed_With_Citation,4,2.728,94.77,Low
103199,STEM,Senior,2.567,9.82,Debugging/Troubleshooting,Intermediate,3,False,9.6,7,Allowed_With_Citation,4,2.896,83.43,Medium
117609,Humanities,Graduate,3.604,7.76,Copywriting/Drafting,Advanced,4,True,25.98,5,Strict_Ban,3,4.0,69.9,High
133272,STEM,Freshman,3.669,32.82,Debugging/Troubleshooting,Intermediate,2,False,11.58,8,Actively_Encouraged,5,3.79,94.04,Medium
141530,Business,Senior,3.648,1.52,Ideation,Intermediate,1,False,5.31,4,Allowed_With_Citation,4,3.613,80.6,Low
141885,Arts,Senior,3.442,0.37,Direct_Answer_Generation,Beginner,2,False,1.77,1,Allowed_With_Citation,2,3.611,89.25,Low
119512,STEM,Graduate,3.144,40.0,Debugging/Troubleshooting,Intermediate,2,True,5.12,9,Strict_Ban,10,3.164,58.58,High
120580,Business,Freshman,2.982,7.74,Summarizing_Reading,Intermediate,3,True,12.45,3,Allowed_With_Citation,6,3.084,94.36,Low
128436,Medical,Junior,2.925,2.44,Direct_Answer_Generation,Advanced,4,False,15.49,3,Allowed_With_Citation,6,3.245,86.11,Low
128710,Arts,Junior,3.803,10.62,Debugging/Troubleshooting,Advanced,3,False,10.59,3,Allowed_With_Citation,2,4.0,96.45,Low
134505,Medical,Junior,3.686,1.1,Debugging/Troubleshooting,Advanced,3,True,13.82,5,Actively_Encouraged,4,4.0,90.62,Low
122375,Arts,Sophomore,3.754,10.71,Direct_Answer_Generation,Beginner,3,False,9.42,3,Actively_Encouraged,4,3.774,60.88,Medium
126195,STEM,Freshman,3.486,1.19,Summarizing_Reading,Intermediate,2,True,12.39,3,Allowed_With_Citation,1,3.608,66.44,High
100383,Business,Freshman,2.937,2.3,Ideation,Advanced,5,False,3.49,5,Strict_Ban,3,3.022,82.15,High
126818,STEM,Junior,3.713,3.7,Debugging/Troubleshooting,Intermediate,2,True,3.27,4,Allowed_With_Citation,2,3.807,84.55,Medium
114138,STEM,Freshman,3.557,1.79,Direct_Answer_Generation,Advanced,3,False,16.32,4,Strict_Ban,5,3.787,100.0,Medium
147364,Business,Senior,3.383,11.22,Ideation,Beginner,2,False,1.0,6,Allowed_With_Citation,5,3.708,65.85,High
117941,Business,Senior,3.432,13.04,Ideation,Beginner,1,False,3.8,3,Actively_Encouraged,5,3.878,85.45,Low
120155,STEM,Senior,3.238,34.38,Summarizing_Reading,Beginner,2,False,9.66,6,Allowed_With_Citation,4,3.461,55.86,High
105624,Arts,Freshman,3.208,23.91,Direct_Answer_Generation,Intermediate,4,True,22.92,5,Allowed_With_Citation,5,3.427,83.84,High
135406,Humanities,Sophomore,2.983,1.7,Copywriting/Drafting,Beginner,3,False,21.22,4,Allowed_With_Citation,3,3.173,58.5,Low
102885,STEM,Senior,3.313,16.82,Debugging/Troubleshooting,Beginner,3,True,13.73,7,Allowed_With_Citation,5,3.708,60.76,High
105533,Business,Senior,3.468,15.08,Ideation,Beginner,3,True,4.9,4,Allowed_With_Citation,8,3.994,60.11,High
108313,STEM,Senior,3.32,2.79,Direct_Answer_Generation,Intermediate,2,False,20.04,1,Actively_Encouraged,3,3.592,82.86,Low
141902,Humanities,Junior,2.314,0.61,Copywriting/Drafting,Intermediate,3,True,17.44,2,Allowed_With_Citation,7,2.603,88.47,High
134877,STEM,Junior,2.983,10.25,Summarizing_Reading,Intermediate,3,True,11.02,3,Strict_Ban,6,3.355,78.04,High
123513,Humanities,Freshman,3.441,7.4,Copywriting/Drafting,Intermediate,2,False,16.65,3,Strict_Ban,5,3.71,100.0,Low
112805,Arts,Sophomore,2.997,4.49,Debugging/Troubleshooting,Advanced,3,False,6.33,3,Actively_Encouraged,5,3.264,100.0,Low
143766,Medical,Freshman,2.921,3.12,Summarizing_Reading,Advanced,3,False,10.5,1,Allowed_With_Citation,4,3.034,82.32,High
127603,STEM,Freshman,3.243,3.17,Summarizing_Reading,Advanced,4,True,19.85,1,Strict_Ban,6,3.389,71.83,Medium
105192,Business,Freshman,3.753,6.11,Direct_Answer_Generation,Beginner,2,True,7.99,1,Actively_Encouraged,1,4.0,62.04,Medium
104681,STEM,Junior,3.939,21.13,Debugging/Troubleshooting,Beginner,3,True,6.94,6,Strict_Ban,4,4.0,59.86,High
131465,Arts,Junior,3.538,10.92,Copywriting/Drafting,Beginner,2,False,7.98,5,Strict_Ban,4,3.693,85.64,Medium
102654,STEM,Sophomore,2.556,1.68,Ideation,Advanced,3,False,4.68,4,Allowed_With_Citation,5,2.67,77.02,Medium
139655,Humanities,Freshman,3.611,5.47,Copywriting/Drafting,Advanced,3,False,4.71,3,Strict_Ban,4,3.7,71.13,Low
133976,Medical,Junior,2.854,5.81,Summarizing_Reading,Advanced,4,False,11.19,1,Allowed_With_Citation,1,3.166,67.78,High
134217,STEM,Junior,3.021,40.0,Debugging/Troubleshooting,Advanced,3,True,18.37,10,Allowed_With_Citation,7,3.61,85.65,High
102734,Medical,Senior,3.639,38.0,Summarizing_Reading,Beginner,2,True,7.33,8,Actively_Encouraged,7,3.818,68.22,Medium
122559,Humanities,Junior,2.598,3.6,Ideation,Beginner,1,False,10.03,1,Allowed_With_Citation,4,2.899,65.98,Low
118201,Medical,Freshman,3.587,8.0,Ideation,Intermediate,2,False,10.5,1,Actively_Encouraged,5,3.815,86.52,Medium
136900,STEM,Junior,1.83,3.27,Summarizing_Reading,Advanced,5,False,16.84,1,Actively_Encouraged,7,1.956,82.61,Low
100838,Humanities,Senior,3.534,7.95,Ideation,Beginner,3,False,16.55,3,Strict_Ban,2,4.0,71.36,Low
112890,Arts,Freshman,2.294,2.68,Debugging/Troubleshooting,Intermediate,4,True,11.85,3,Strict_Ban,4,2.073,65.18,Medium
102753,STEM,Junior,2.09,3.04,Copywriting/Drafting,Advanced,4,False,14.12,3,Actively_Encouraged,3,2.295,51.88,Low
123522,Arts,Sophomore,2.621,9.62,Direct_Answer_Generation,Advanced,4,False,11.1,4,Allowed_With_Citation,8,3.067,59.34,Low
123437,STEM,Freshman,1.953,2.11,Debugging/Troubleshooting,Advanced,5,False,5.47,1,Allowed_With_Citation,3,1.979,99.5,Medium
146750,Humanities,Sophomore,3.441,0.36,Copywriting/Drafting,Intermediate,2,True,14.22,2,Allowed_With_Citation,6,3.873,67.54,Low
117223,Medical,Sophomore,3.394,5.34,Summarizing_Reading,Advanced,3,False,11.01,2,Allowed_With_Citation,2,3.678,89.92,Low
138787,Medical,Senior,3.729,8.74,Direct_Answer_Generation,Intermediate,3,True,11.87,3,Allowed_With_Citation,5,4.0,100.0,Medium
128218,Business,Junior,3.215,29.56,Direct_Answer_Generation,Beginner,3,True,3.38,7,Allowed_With_Citation,6,2.94,50.75,High
107404,Humanities,Freshman,3.61,16.88,Debugging/Troubleshooting,Intermediate,4,True,13.41,3,Strict_Ban,7,3.729,60.58,Medium
134043,Arts,Senior,3.094,1.23,Copywriting/Drafting,Intermediate,4,True,2.46,2,Allowed_With_Citation,3,3.139,58.53,High
110009,Arts,Freshman,3.309,2.39,Debugging/Troubleshooting,Advanced,3,False,10.66,2,Allowed_With_Citation,1,3.603,85.21,Low
121797,STEM,Sophomore,3.342,6.6,Copywriting/Drafting,Intermediate,3,False,18.58,2,Actively_Encouraged,5,3.426,58.2,Low
124998,Medical,Graduate,3.2,3.01,Summarizing_Reading,Beginner,1,True,15.55,4,Actively_Encouraged,8,3.587,73.06,Medium
103387,STEM,Graduate,3.01,2.81,Copywriting/Drafting,Advanced,3,False,10.13,1,Actively_Encouraged,5,2.947,80.66,Medium
121426,Arts,Freshman,3.311,0.76,Direct_Answer_Generation,Beginner,3,True,14.85,1,Allowed_With_Citation,4,3.303,78.2,Low
111167,STEM,Graduate,3.181,6.81,Debugging/Troubleshooting,Intermediate,3,False,16.11,5,Allowed_With_Citation,4,3.476,86.31,Medium
102436,Humanities,Sophomore,2.855,10.77,Copywriting/Drafting,Intermediate,2,True,9.37,4,Actively_Encouraged,6,2.925,67.55,Medium
146790,STEM,Senior,2.324,4.47,Ideation,Beginner,2,False,3.25,1,Allowed_With_Citation,1,2.525,69.62,Medium
133508,Business,Freshman,2.927,12.64,Ideation,Advanced,5,True,17.81,3,Strict_Ban,7,3.227,58.55,Medium
119398,Arts,Senior,2.243,8.05,Summarizing_Reading,Advanced,3,True,11.66,4,Strict_Ban,6,2.468,89.16,Medium
116360,Arts,Freshman,3.488,0.58,Copywriting/Drafting,Advanced,3,False,13.12,2,Allowed_With_Citation,4,3.574,79.11,Low
134788,STEM,Junior,2.651,0.07,Copywriting/Drafting,Advanced,5,True,17.07,3,Strict_Ban,4,3.134,70.8,Medium
135079,Humanities,Senior,3.276,8.11,Summarizing_Reading,Intermediate,4,False,18.51,4,Allowed_With_Citation,3,3.75,72.64,High
112881,Arts,Sophomore,3.551,6.89,Debugging/Troubleshooting,Intermediate,4,False,15.62,3,Allowed_With_Citation,2,3.83,73.46,Low
135587,Arts,Senior,3.651,13.38,Ideation,Beginner,3,True,19.09,6,Allowed_With_Citation,5,4.0,75.29,Low
121011,Business,Senior,2.866,13.62,Debugging/Troubleshooting,Beginner,3,True,12.2,4,Allowed_With_Citation,7,3.166,67.36,High
136376,Arts,Freshman,3.478,0.58,Direct_Answer_Generation,Intermediate,1,False,19.94,2,Actively_Encouraged,4,3.569,83.56,Medium
140341,Medical,Graduate,3.193,5.97,Direct_Answer_Generation,Advanced,3,True,8.62,1,Actively_Encouraged,3,3.277,96.85,Medium
129148,Medical,Freshman,3.295,10.59,Summarizing_Reading,Intermediate,3,False,10.61,3,Allowed_With_Citation,5,3.336,77.21,Low
101514,STEM,Sophomore,2.535,12.33,Debugging/Troubleshooting,Advanced,5,True,16.36,4,Actively_Encouraged,1,2.988,86.13,Medium
132186,Humanities,Freshman,3.081,0.31,Direct_Answer_Generation,Advanced,5,False,9.72,5,Allowed_With_Citation,5,3.364,94.22,Low
124959,Business,Graduate,3.975,9.08,Ideation,Beginner,1,False,18.55,3,Actively_Encouraged,2,4.0,80.03,Medium
106452,Medical,Sophomore,3.618,8.22,Summarizing_Reading,Intermediate,5,False,12.68,5,Strict_Ban,7,3.919,99.93,Medium
142862,Humanities,Senior,3.373,8.43,Copywriting/Drafting,Beginner,1,False,13.16,2,Allowed_With_Citation,6,4.0,69.34,Medium
109780,Business,Sophomore,3.093,19.24,Ideation,Beginner,2,True,9.53,4,Actively_Encouraged,5,3.253,89.08,High
113818,Humanities,Sophomore,3.6,4.78,Copywriting/Drafting,Beginner,2,False,10.6,1,Allowed_With_Citation,8,3.799,69.36,Low
126964,Humanities,Sophomore,3.2,0.48,Copywriting/Drafting,Intermediate,5,False,5.78,3,Allowed_With_Citation,2,3.533,66.78,Low
140541,Business,Junior,3.878,9.41,Copywriting/Drafting,Beginner,2,True,7.17,4,Allowed_With_Citation,3,4.0,79.79,Low
105093,Arts,Sophomore,2.706,3.44,Copywriting/Drafting,Beginner,2,False,4.99,3,Strict_Ban,2,2.911,51.68,Medium
140964,STEM,Junior,3.506,4.84,Ideation,Beginner,1,False,7.78,1,Allowed_With_Citation,2,3.685,85.22,Low
144058,Humanities,Graduate,3.905,1.7,Direct_Answer_Generation,Intermediate,3,False,8.83,3,Allowed_With_Citation,2,4.0,68.84,Medium
126454,STEM,Freshman,3.927,19.22,Ideation,Intermediate,2,True,6.45,8,Allowed_With_Citation,8,3.719,86.67,High
134653,STEM,Junior,2.217,4.27,Copywriting/Drafting,Advanced,3,False,18.14,2,Allowed_With_Citation,8,2.36,86.21,Medium
100362,Business,Junior,3.392,2.73,Ideation,Beginner,1,True,14.06,3,Allowed_With_Citation,1,3.667,100.0,Low
133800,Humanities,Senior,2.573,1.56,Summarizing_Reading,Intermediate,3,False,14.52,2,Actively_Encouraged,4,2.794,70.35,Low
128341,STEM,Sophomore,3.834,3.04,Debugging/Troubleshooting,Advanced,5,False,8.32,1,Allowed_With_Citation,5,4.0,98.9,High
116295,STEM,Junior,3.376,0.47,Debugging/Troubleshooting,Advanced,4,False,14.56,3,Actively_Encouraged,3,3.693,73.16,Medium
116845,Business,Junior,3.458,1.5,Debugging/Troubleshooting,Beginner,3,True,10.3,1,Allowed_With_Citation,1,3.712,46.41,Low
107303,STEM,Sophomore,2.813,1.27,Debugging/Troubleshooting,Beginner,1,True,3.31,3,Allowed_With_Citation,1,2.758,55.46,Low
136241,Humanities,Graduate,2.44,5.2,Copywriting/Drafting,Intermediate,1,True,15.51,5,Allowed_With_Citation,4,2.871,98.59,High
145619,Humanities,Freshman,3.708,4.57,Debugging/Troubleshooting,Intermediate,5,True,10.32,1,Actively_Encouraged,2,4.0,78.78,High
132283,Medical,Senior,3.522,23.31,Debugging/Troubleshooting,Intermediate,5,True,1.0,6,Strict_Ban,6,3.43,76.0,High
113064,Medical,Junior,2.805,0.51,Summarizing_Reading,Intermediate,2,False,21.76,1,Actively_Encouraged,8,3.181,79.55,Low
132326,Business,Freshman,3.701,1.77,Ideation,Intermediate,4,True,6.13,6,Allowed_With_Citation,5,3.373,68.63,Medium
113985,Medical,Senior,3.334,6.35,Summarizing_Reading,Beginner,1,False,11.11,3,Strict_Ban,1,3.787,61.4,Medium
102347,Business,Freshman,3.24,27.81,Ideation,Intermediate,5,True,9.68,5,Allowed_With_Citation,7,3.556,89.24,High
104469,Medical,Graduate,3.516,7.35,Summarizing_Reading,Beginner,2,True,1.0,4,Allowed_With_Citation,5,3.648,70.28,High
104209,STEM,Graduate,2.589,13.32,Debugging/Troubleshooting,Beginner,2,False,14.57,4,Allowed_With_Citation,4,2.906,61.79,Medium
117684,STEM,Freshman,3.472,2.24,Debugging/Troubleshooting,Advanced,4,False,8.67,1,Allowed_With_Citation,2,3.833,68.32,Low
105347,STEM,Freshman,3.534,5.95,Summarizing_Reading,Advanced,3,True,17.75,2,Actively_Encouraged,6,3.592,100.0,Low
104637,Humanities,Freshman,3.35,8.78,Ideation,Intermediate,4,True,6.9,7,Actively_Encouraged,6,3.482,69.19,Medium
120428,STEM,Freshman,1.85,40.0,Debugging/Troubleshooting,Beginner,2,False,6.86,7,Allowed_With_Citation,4,1.842,61.88,High
149792,Arts,Freshman,2.608,2.2,Direct_Answer_Generation,Beginner,2,False,10.51,3,Strict_Ban,3,2.775,83.28,Medium
144243,Arts,Junior,3.064,5.27,Copywriting/Drafting,Beginner,2,True,10.44,3,Allowed_With_Citation,5,3.266,60.01,Low
136978,STEM,Senior,2.902,3.8,Debugging/Troubleshooting,Advanced,4,False,19.78,1,Actively_Encouraged,6,3.339,90.46,Low
125727,STEM,Junior,3.064,1.59,Direct_Answer_Generation,Beginner,3,False,11.86,5,Actively_Encouraged,5,3.411,81.4,Low
104473,STEM,Sophomore,3.268,15.26,Direct_Answer_Generation,Beginner,3,True,11.37,4,Allowed_With_Citation,4,2.901,55.18,Medium
138042,STEM,Junior,2.823,2.7,Debugging/Troubleshooting,Beginner,2,True,1.28,1,Actively_Encouraged,1,3.086,100.0,Medium
107715,STEM,Junior,3.268,3.41,Debugging/Troubleshooting,Intermediate,1,False,14.47,4,Strict_Ban,1,3.614,77.59,Medium
127626,Humanities,Junior,3.724,3.2,Debugging/Troubleshooting,Beginner,1,True,6.73,2,Allowed_With_Citation,7,3.878,52.05,Low
147470,Humanities,Graduate,3.798,8.76,Copywriting/Drafting,Beginner,3,True,12.5,4,Allowed_With_Citation,4,3.974,77.06,Medium
118608,STEM,Junior,2.791,3.62,Ideation,Intermediate,4,True,12.12,3,Allowed_With_Citation,3,3.022,70.29,High
141654,Business,Graduate,3.435,2.79,Direct_Answer_Generation,Beginner,2,True,6.17,3,Allowed_With_Citation,4,3.682,76.46,Medium
144881,Arts,Freshman,2.787,14.63,Summarizing_Reading,Advanced,3,False,15.69,5,Strict_Ban,6,2.838,59.49,High
113828,STEM,Freshman,2.853,13.27,Debugging/Troubleshooting,Beginner,1,True,1.25,5,Strict_Ban,9,2.731,40.55,Medium
146012,Business,Junior,3.407,9.59,Copywriting/Drafting,Beginner,1,False,12.94,2,Allowed_With_Citation,2,3.891,75.3,Medium
115113,Medical,Junior,3.111,11.04,Debugging/Troubleshooting,Beginner,1,False,13.02,3,Allowed_With_Citation,6,3.501,71.08,Medium
124890,Business,Senior,3.6,7.64,Copywriting/Drafting,Intermediate,2,False,11.34,2,Allowed_With_Citation,8,3.991,81.5,Medium
116899,Medical,Senior,3.132,8.31,Debugging/Troubleshooting,Advanced,3,False,13.95,3,Actively_Encouraged,4,3.769,98.97,Medium
117980,Arts,Senior,3.567,7.84,Copywriting/Drafting,Intermediate,4,False,21.06,2,Allowed_With_Citation,3,3.973,93.18,Medium
115428,STEM,Freshman,3.941,5.18,Debugging/Troubleshooting,Intermediate,4,False,16.56,3,Strict_Ban,2,4.0,88.48,Low
117492,STEM,Senior,3.552,9.41,Debugging/Troubleshooting,Beginner,3,False,13.56,3,Allowed_With_Citation,8,4.0,100.0,Low
107103,Medical,Junior,3.172,8.98,Summarizing_Reading,Beginner,2,False,15.64,2,Allowed_With_Citation,5,3.578,84.71,Medium
133563,Business,Sophomore,3.613,22.59,Ideation,Beginner,1,True,4.14,5,Actively_Encouraged,6,3.74,70.29,High
140631,Arts,Freshman,1.623,2.95,Copywriting/Drafting,Intermediate,2,False,9.88,1,Actively_Encouraged,4,1.665,75.97,Low
108981,Arts,Senior,3.777,0.74,Copywriting/Drafting,Intermediate,1,False,12.96,6,Allowed_With_Citation,3,4.0,69.67,Low
127288,Business,Graduate,2.424,6.0,Debugging/Troubleshooting,Beginner,3,False,3.24,1,Strict_Ban,2,2.63,62.69,Low
133297,STEM,Freshman,2.942,1.26,Direct_Answer_Generation,Intermediate,3,False,18.76,1,Actively_Encouraged,5,3.003,83.05,Low
103955,STEM,Senior,1.97,25.14,Debugging/Troubleshooting,Intermediate,3,False,9.02,3,Actively_Encouraged,6,2.093,59.06,High
105912,Medical,Sophomore,2.834,12.96,Summarizing_Reading,Beginner,3,True,13.09,2,Strict_Ban,8,2.892,70.94,Low
128631,Business,Junior,2.756,0.73,Copywriting/Drafting,Intermediate,4,False,11.61,3,Allowed_With_Citation,5,2.923,78.93,Medium
149232,Humanities,Freshman,3.364,17.52,Ideation,Beginner,2,True,13.37,6,Strict_Ban,6,3.4,88.7,Medium
110696,Arts,Senior,3.367,2.02,Ideation,Beginner,2,False,8.4,4,Allowed_With_Citation,4,3.257,86.23,High
122139,Business,Senior,3.025,12.23,Ideation,Beginner,1,False,6.56,5,Allowed_With_Citation,5,3.435,50.73,Low
142545,Medical,Sophomore,3.343,3.48,Copywriting/Drafting,Beginner,2,False,8.04,4,Actively_Encouraged,5,3.356,79.24,Medium
130166,Medical,Graduate,2.486,12.48,Summarizing_Reading,Intermediate,4,False,16.35,2,Strict_Ban,5,2.963,57.4,High
110098,Business,Junior,3.205,40.0,Ideation,Intermediate,4,False,9.22,10,Actively_Encouraged,6,3.43,55.19,High
145381,STEM,Graduate,3.278,29.92,Summarizing_Reading,Advanced,5,False,5.17,8,Allowed_With_Citation,4,3.246,65.45,High
131103,Humanities,Junior,2.443,22.26,Direct_Answer_Generation,Advanced,3,False,16.02,5,Actively_Encouraged,6,2.664,79.08,High
134751,Business,Sophomore,3.731,13.58,Copywriting/Drafting,Beginner,3,True,8.45,6,Strict_Ban,9,3.745,48.66,Medium
127488,Arts,Senior,2.297,3.13,Summarizing_Reading,Beginner,1,True,16.08,2,Allowed_With_Citation,4,2.371,88.12,High
112834,Humanities,Graduate,3.531,14.92,Debugging/Troubleshooting,Beginner,2,True,14.16,4,Allowed_With_Citation,3,4.0,84.82,Low
111396,STEM,Freshman,1.561,0.61,Copywriting/Drafting,Beginner,1,False,1.77,1,Allowed_With_Citation,1,1.382,53.97,Low
144384,Humanities,Sophomore,3.688,3.27,Copywriting/Drafting,Beginner,3,True,6.2,4,Allowed_With_Citation,5,3.56,65.46,Low
109856,Humanities,Freshman,3.328,6.91,Copywriting/Drafting,Advanced,5,False,5.28,2,Strict_Ban,1,3.468,83.43,Medium
121002,Humanities,Junior,3.487,9.39,Debugging/Troubleshooting,Advanced,3,False,11.12,2,Actively_Encouraged,2,4.0,76.78,High
110753,Business,Senior,3.327,14.58,Summarizing_Reading,Intermediate,1,True,11.5,7,Actively_Encouraged,4,3.313,63.2,Medium
110031,STEM,Freshman,2.521,3.83,Ideation,Intermediate,3,True,6.41,4,Strict_Ban,4,2.567,76.41,High
132066,Business,Freshman,2.107,0.61,Ideation,Beginner,2,False,8.88,4,Actively_Encouraged,3,2.396,71.56,Low
145758,Business,Senior,2.207,6.36,Direct_Answer_Generation,Intermediate,4,False,9.6,1,Allowed_With_Citation,2,2.188,68.42,Medium
142662,Medical,Freshman,3.46,3.79,Debugging/Troubleshooting,Beginner,2,False,7.39,2,Allowed_With_Citation,2,3.508,67.27,Medium
136869,STEM,Sophomore,3.785,3.62,Debugging/Troubleshooting,Intermediate,3,False,10.33,2,Allowed_With_Citation,6,4.0,65.28,Low
142389,STEM,Graduate,3.797,14.44,Direct_Answer_Generation,Advanced,3,False,6.11,2,Allowed_With_Citation,6,3.985,95.91,High
147342,Humanities,Graduate,3.161,4.51,Copywriting/Drafting,Advanced,5,True,16.28,2,Allowed_With_Citation,6,3.374,100.0,Medium
117282,Humanities,Junior,1.995,1.55,Summarizing_Reading,Intermediate,1,True,17.61,3,Strict_Ban,3,2.093,62.87,Medium
122222,Business,Senior,3.572,0.87,Ideation,Beginner,2,True,16.28,3,Strict_Ban,3,3.917,83.54,Low
142266,STEM,Freshman,3.497,19.32,Debugging/Troubleshooting,Advanced,3,False,8.34,5,Allowed_With_Citation,6,4.0,81.95,Medium
138880,Medical,Freshman,3.184,22.2,Summarizing_Reading,Intermediate,4,True,5.78,8,Allowed_With_Citation,7,3.512,67.56,Medium
101678,Humanities,Graduate,3.195,19.82,Direct_Answer_Generation,Intermediate,1,True,1.0,8,Actively_Encouraged,2,3.05,50.43,High
131142,Business,Senior,2.819,1.75,Debugging/Troubleshooting,Intermediate,4,True,19.56,4,Allowed_With_Citation,3,3.337,84.01,High
100093,Arts,Senior,2.561,0.16,Debugging/Troubleshooting,Intermediate,5,False,14.86,3,Allowed_With_Citation,1,2.887,68.77,Low
135709,Medical,Freshman,3.007,11.14,Copywriting/Drafting,Beginner,2,True,9.64,4,Allowed_With_Citation,4,3.214,51.94,High
114656,Arts,Graduate,2.12,2.92,Copywriting/Drafting,Beginner,2,False,1.38,1,Actively_Encouraged,1,1.984,71.11,Low
103916,Humanities,Junior,2.849,6.37,Copywriting/Drafting,Intermediate,1,True,9.85,2,Strict_Ban,1,3.102,68.84,Low
149820,STEM,Sophomore,3.581,4.9,Ideation,Beginner,2,True,15.88,2,Allowed_With_Citation,5,3.971,87.12,Medium
137934,Humanities,Sophomore,3.801,19.32,Summarizing_Reading,Intermediate,4,True,11.86,7,Allowed_With_Citation,8,4.0,65.63,High
112043,Arts,Sophomore,3.496,0.28,Copywriting/Drafting,Advanced,5,True,9.82,2,Allowed_With_Citation,1,3.438,53.17,Low
139306,Medical,Junior,2.202,0.59,Ideation,Beginner,2,False,2.56,5,Actively_Encouraged,2,2.197,69.13,Medium
120916,Business,Junior,2.199,3.48,Ideation,Beginner,2,False,7.5,1,Allowed_With_Citation,6,2.654,74.77,High
120268,Humanities,Junior,3.291,10.95,Copywriting/Drafting,Intermediate,4,False,28.16,4,Actively_Encouraged,3,4.0,89.59,High
122840,STEM,Freshman,3.139,40.0,Debugging/Troubleshooting,Intermediate,5,True,14.63,6,Allowed_With_Citation,2,3.298,83.0,High
149947,Humanities,Freshman,3.342,8.03,Copywriting/Drafting,Beginner,3,False,12.38,4,Allowed_With_Citation,7,3.67,64.8,Medium
133342,Business,Senior,3.447,9.5,Ideation,Beginner,3,False,7.42,6,Allowed_With_Citation,2,3.763,86.91,High
103892,Business,Graduate,3.098,3.81,Copywriting/Drafting,Beginner,2,False,7.96,2,Actively_Encouraged,3,3.24,56.32,Medium
